1.240379929542541504e+00,1.358205199241638184e+00,-5.110740661621093750e-02
-9.813570380210876465e-01,-1.058926463127136230e+00,-1.368339657783508301e+00
-1.601370692253112793e+00,-5.984047055244445801e-01,1.248322248458862305e+00
-1.507616043090820312e+00,-5.258271694183349609e-01,9.507446289062500000e-01
8.005287051200866699e-01,-8.410665392875671387e-01,-1.108225107192993164e+00
1.518234848976135254e+00,-8.040821552276611328e-01,-1.635817885398864746e+00
-5.626496076583862305e-01,-1.000336170196533203e+00,9.438640475273132324e-01
1.033366441726684570e+00,-7.473253011703491211e-01,1.817184984683990479e-01
4.107226133346557617e-01,7.710272073745727539e-01,7.065004110336303711e-01
1.159195423126220703e+00,-7.682715058326721191e-01,-1.471474885940551758e+00
1.302885055541992188e+00,-1.088619589805603027e+00,-1.136450529098510742e+00
6.174499988555908203e-01,-1.306070089340209961e+00,1.347471117973327637e+00
2.024287357926368713e-02,1.451969385147094727e+00,1.522936224937438965e+00
1.571811437606811523e+00,-1.325843453407287598e+00,1.075294241309165955e-01
1.511563539505004883e+00,-6.119158864021301270e-01,5.999611616134643555e-01
1.420690894126892090e+00,-2.449771165847778320e-01,-5.947275161743164062e-01
2.489452958106994629e-01,-1.399418592453002930e+00,2.264514416456222534e-01
1.227109193801879883e+00,3.654574453830718994e-01,9.510381221771240234e-01
1.067235231399536133e+00,-1.131142854690551758e+00,1.186724081635475159e-01
-6.908346414566040039e-01,-5.518450140953063965e-01,-1.136847138404846191e-01
-8.025382757186889648e-01,1.425335764884948730e+00,-5.221952497959136963e-02
-4.604144096374511719e-01,-2.859216928482055664e-01,-5.677914619445800781e-01
-3.072835206985473633e-01,-9.478296637535095215e-01,4.611892625689506531e-02
5.688871145248413086e-01,1.523588895797729492e+00,1.260759830474853516e+00
8.397083729505538940e-02,1.025697588920593262e+00,1.279468417167663574e+00
-5.111988782882690430e-01,-6.960339546203613281e-01,-1.430756300687789917e-01
1.383741617202758789e+00,-4.618207216262817383e-01,3.057090640068054199e-01
-9.091408252716064453e-01,-1.562104582786560059e+00,1.544893860816955566e+00
-1.081942558288574219e+00,-1.639601439237594604e-01,-7.514055967330932617e-01
1.552832841873168945e+00,1.009862899780273438e+00,8.259438276290893555e-01
9.930523633956909180e-01,-3.922295868396759033e-01,1.402444601058959961e+00
4.878832995891571045e-01,6.388355493545532227e-01,1.101060986518859863e+00
