epoch,loss,data,split
1,2.3543155193328857,data1,train
1,4.035674571990967,data2,train
1,14.657425880432129,data3,train
2,1.1911498308181763,data1,train
2,3.262282133102417,data2,train
2,14.945408821105957,data3,train
3,0.6719621419906616,data1,train
3,2.1170382499694824,data2,train
3,14.874709129333496,data3,train
4,0.5979810357093811,data1,train
4,1.246394395828247,data2,train
4,14.37914752960205,data3,train
5,0.5641152858734131,data1,train
5,0.6125538349151611,data2,train
5,13.900073051452637,data3,train
6,0.4785533547401428,data1,train
6,0.5554951429367065,data2,train
6,13.500980377197266,data3,train
7,0.39768022298812866,data1,train
7,0.5186672210693359,data2,train
7,13.022913932800293,data3,train
8,0.2877453863620758,data1,train
8,0.5224563479423523,data2,train
8,12.602861404418945,data3,train
9,0.16550293564796448,data1,train
9,0.4854733943939209,data2,train
9,12.136724472045898,data3,train
10,0.13997036218643188,data1,train
10,0.4572984278202057,data2,train
10,11.974154472351074,data3,train
11,0.14651566743850708,data1,train
11,0.4434182941913605,data2,train
11,11.713665962219238,data3,train
12,0.1374579817056656,data1,train
12,0.43039819598197937,data2,train
12,11.518813133239746,data3,train
13,0.11660735309123993,data1,train
13,0.41877803206443787,data2,train
13,11.257479667663574,data3,train
14,0.12429799139499664,data1,train
14,0.40891745686531067,data2,train
14,11.061959266662598,data3,train
15,0.10677540302276611,data1,train
15,0.3941715955734253,data2,train
15,10.808823585510254,data3,train
16,0.10116290301084518,data1,train
16,0.3790128231048584,data2,train
16,10.567449569702148,data3,train
17,0.09009077399969101,data1,train
17,0.373919278383255,data2,train
17,10.34939193725586,data3,train
18,0.09907478839159012,data1,train
18,0.3605652153491974,data2,train
18,10.089542388916016,data3,train
19,0.090846486389637,data1,train
19,0.359718382358551,data2,train
19,9.823806762695312,data3,train
20,0.09747456014156342,data1,train
20,0.3543050289154053,data2,train
20,9.567717552185059,data3,train
21,0.09865165501832962,data1,train
21,0.3311122953891754,data2,train
21,9.26571273803711,data3,train
22,0.09004171937704086,data1,train
22,0.2878692150115967,data2,train
22,9.010869026184082,data3,train
23,0.08323191106319427,data1,train
23,0.31585949659347534,data2,train
23,8.789124488830566,data3,train
24,0.07530289888381958,data1,train
24,0.27043554186820984,data2,train
24,8.540645599365234,data3,train
25,0.07658662647008896,data1,train
25,0.25213363766670227,data2,train
25,8.263847351074219,data3,train
26,0.09819644689559937,data1,train
26,0.2313314974308014,data2,train
26,8.01462459564209,data3,train
27,0.09559019654989243,data1,train
27,0.22557786107063293,data2,train
27,7.744461536407471,data3,train
28,0.07051756978034973,data1,train
28,0.23378032445907593,data2,train
28,7.49267578125,data3,train
29,0.06960400938987732,data1,train
29,0.2142021507024765,data2,train
29,7.210292816162109,data3,train
30,0.06991457939147949,data1,train
30,0.2219453901052475,data2,train
30,6.9605607986450195,data3,train
31,0.07289828360080719,data1,train
31,0.28359276056289673,data2,train
31,6.727035999298096,data3,train
32,0.08481864631175995,data1,train
32,0.4004218876361847,data2,train
32,6.495567798614502,data3,train
33,0.06429796665906906,data1,train
33,0.08682986348867416,data2,train
33,6.35215950012207,data3,train
34,0.07745480537414551,data1,train
34,0.11949115246534348,data2,train
34,6.169546604156494,data3,train
35,0.0645480826497078,data1,train
35,0.15374799072742462,data2,train
35,5.9594950675964355,data3,train
36,0.07139191776514053,data1,train
36,0.39658820629119873,data2,train
36,5.881780624389648,data3,train
37,0.07085947692394257,data1,train
37,0.18068337440490723,data2,train
37,5.726143836975098,data3,train
38,0.10313155502080917,data1,train
38,0.16839592158794403,data2,train
38,5.611307144165039,data3,train
39,0.06115634739398956,data1,train
39,0.1777348667383194,data2,train
39,5.483456611633301,data3,train
40,0.058517780154943466,data1,train
40,0.07345295697450638,data2,train
40,5.39894962310791,data3,train
41,0.06920197606086731,data1,train
41,0.1040496826171875,data2,train
41,5.284011363983154,data3,train
42,0.05935169383883476,data1,train
42,0.2720532715320587,data2,train
42,5.115303993225098,data3,train
43,0.065297931432724,data1,train
43,0.390982985496521,data2,train
43,5.07192850112915,data3,train
44,0.061547085642814636,data1,train
44,0.1636788547039032,data2,train
44,4.985373020172119,data3,train
45,0.05767961964011192,data1,train
45,0.4277806580066681,data2,train
45,4.826657772064209,data3,train
46,0.05551179125905037,data1,train
46,0.3714084327220917,data2,train
46,4.744418144226074,data3,train
47,0.058372851461172104,data1,train
47,0.19641155004501343,data2,train
47,4.685939311981201,data3,train
48,0.0677095502614975,data1,train
48,0.21241611242294312,data2,train
48,4.615628719329834,data3,train
49,0.060681503266096115,data1,train
49,0.3849946856498718,data2,train
49,4.541400909423828,data3,train
50,0.057957686483860016,data1,train
50,0.07545498758554459,data2,train
50,4.4618730545043945,data3,train
51,0.0570814274251461,data1,train
51,0.06988564133644104,data2,train
51,4.368901252746582,data3,train
52,0.06904591619968414,data1,train
52,0.07838757336139679,data2,train
52,4.322427749633789,data3,train
53,0.0590784065425396,data1,train
53,0.08889808505773544,data2,train
53,4.231400966644287,data3,train
54,0.06144828721880913,data1,train
54,0.09002452343702316,data2,train
54,4.1749348640441895,data3,train
