1.528678536415100098e-01,-3.136137127876281738e-01,-1.074142217636108398e+00,1.148407697677612305e+00,-1.168310284614562988e+00
1.192144274711608887e+00,9.702669978141784668e-01,-3.283918499946594238e-01,7.257820963859558105e-01,5.293141603469848633e-01
-1.502139210700988770e+00,7.731095552444458008e-01,-4.232609570026397705e-01,6.631460785865783691e-01,1.257687211036682129e+00
-1.521449327468872070e+00,1.402971625328063965e+00,1.213574886322021484e+00,-1.186372637748718262e+00,1.269511222839355469e+00
1.164767026901245117e+00,7.422135472297668457e-01,-1.940316915512084961e+00,5.467727184295654297e-01,1.455728650093078613e+00
1.092530265450477600e-01,2.872985303401947021e-01,1.225228667259216309e+00,1.238281846046447754e+00,-2.103300839662551880e-01
-1.020555138587951660e+00,-8.116410970687866211e-01,8.993288278579711914e-01,-1.308302879333496094e+00,-2.659777104854583740e-01
-8.136309981346130371e-01,-5.502986907958984375e-01,4.905498325824737549e-01,-1.792771816253662109e+00,-5.524016618728637695e-01
-4.432579874992370605e-01,-6.263162940740585327e-02,5.607400536537170410e-01,1.460624694824218750e+00,7.512761950492858887e-01
1.326748251914978027e+00,8.396268486976623535e-01,-8.159693479537963867e-01,-9.919843077659606934e-01,-5.407372713088989258e-01
2.233006060123443604e-01,-8.387271165847778320e-01,1.324418783187866211e+00,1.484762549400329590e+00,1.471663236618041992e+00
-3.815439641475677490e-01,-1.393698334693908691e+00,1.380024313926696777e+00,4.075919687747955322e-01,-3.628336191177368164e-01
-7.414584159851074219e-01,-1.447656601667404175e-01,7.563101649284362793e-01,3.183084726333618164e-01,-1.823265194892883301e+00
-1.490688562393188477e+00,-1.188064813613891602e+00,1.213225960731506348e+00,6.921933293342590332e-01,-1.820976138114929199e+00
3.089332878589630127e-01,-1.368346095085144043e+00,9.885630607604980469e-01,-9.863192439079284668e-01,-7.202421426773071289e-01
4.180600121617317200e-02,1.479144454002380371e+00,-6.043409705162048340e-01,-7.860928773880004883e-01,1.070446252822875977e+00
-1.480218291282653809e+00,1.377931237220764160e+00,-1.255342662334442139e-01,5.132041573524475098e-01,-1.739891648292541504e+00
1.154080033302307129e+00,-1.552603244781494141e+00,1.332184195518493652e+00,1.612591981887817383e+00,1.593026041984558105e+00
-4.897332489490509033e-01,8.846271038055419922e-02,-2.695166170597076416e-01,5.700950622558593750e-01,-3.224439173936843872e-02
6.150770559906959534e-02,-6.367083638906478882e-02,-9.922195672988891602e-01,1.101601362228393555e+00,1.535806417465209961e+00
1.311484694480895996e+00,-1.230563879013061523e+00,-8.192407339811325073e-02,5.196008831262588501e-02,-1.823304057121276855e+00
1.330823898315429688e+00,-8.621723055839538574e-01,-6.204901933670043945e-01,8.040316700935363770e-01,-6.415535211563110352e-01
9.443266987800598145e-01,7.497075796127319336e-01,-1.727359533309936523e+00,8.125858008861541748e-02,1.076135873794555664e+00
-1.547255039215087891e+00,9.437890648841857910e-01,1.251994609832763672e+00,-4.670062661170959473e-01,-8.724391460418701172e-01
1.155381083488464355e+00,4.270050227642059326e-01,-1.373952150344848633e+00,1.006487369537353516e+00,6.546979546546936035e-01
1.647011995315551758e+00,-4.633729755878448486e-01,-3.040229976177215576e-01,7.555539608001708984e-01,-2.147101759910583496e-01
1.092620372772216797e+00,5.967447161674499512e-01,-8.854790329933166504e-01,-1.539847850799560547e+00,1.066821888089179993e-01
1.135575532913208008e+00,-6.228448152542114258e-01,6.790736690163612366e-03,-1.136722803115844727e+00,-2.824221551418304443e-01
2.525303065776824951e-01,4.844691604375839233e-02,8.712273240089416504e-01,-2.001881450414657593e-01,8.521857857704162598e-01
-1.040918588638305664e+00,-2.838951908051967621e-02,1.076833724975585938e+00,-1.638338804244995117e+00,8.376224637031555176e-01
5.410615801811218262e-01,1.494682312011718750e+00,5.215041637420654297e-01,1.538903594017028809e+00,-9.029287099838256836e-01
4.474152624607086182e-01,-1.458242893218994141e+00,-1.086169600486755371e+00,-8.551563024520874023e-01,5.515646338462829590e-01
1.110443711280822754e+00,-1.076407790184020996e+00,8.281581997871398926e-01,3.663826361298561096e-02,-2.198035418987274170e-01
-1.021164536476135254e+00,-1.426086306571960449e+00,-1.900557518005371094e+00,8.057553172111511230e-01,6.867242455482482910e-01
-5.163744091987609863e-01,-9.498204588890075684e-01,-1.561992168426513672e+00,1.467507839202880859e+00,-1.789682984352111816e+00
4.369688332080841064e-01,-1.420673727989196777e+00,7.903189063072204590e-01,1.205541729927062988e+00,-1.432994723320007324e+00
-7.533836960792541504e-01,1.309348702430725098e+00,-1.464332818984985352e+00,7.550464272499084473e-01,3.743224218487739563e-02
7.439922690391540527e-01,8.611051440238952637e-01,-1.741831898689270020e+00,1.212663650512695312e+00,-3.734068870544433594e-01
